Date,Time,ISO_Week,Month,Shape,Spacing_cm,Connection,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-07-08,05:15,28,July,V-Shape,93,TSSC,20.57,24.7,21.22,84.53,0.03,67.62,0.03,1.8,0.67
2024-07-08,05:30,28,July,V-Shape,93,TSSC,37.67,24.82,21.76,84.35,0.06,67.48,0.05,3.29,0.67
2024-07-08,05:45,28,July,V-Shape,93,TSSC,54.77,24.94,22.3,84.18,0.08,67.35,0.07,4.77,0.67
2024-07-08,06:00,28,July,V-Shape,93,TSSC,71.87,25.05,22.85,84.01,0.11,67.21,0.09,6.26,0.67
2024-07-08,06:15,28,July,V-Shape,93,TSSC,103.7,25.33,23.92,83.67,0.16,66.94,0.13,9.0,0.67
2024-07-08,06:30,28,July,V-Shape,93,TSSC,135.53,25.61,25.0,83.33,0.21,66.66,0.18,11.73,0.67
2024-07-08,06:45,28,July,V-Shape,93,TSSC,167.36,25.89,26.07,82.99,0.26,66.39,0.22,14.44,0.67
2024-07-08,07:00,28,July,V-Shape,93,TSSC,199.19,26.17,27.15,82.65,0.31,66.12,0.26,17.13,0.67
2024-07-08,07:15,28,July,V-Shape,93,TSSC,237.73,26.61,28.55,82.2,0.37,65.76,0.31,20.36,0.67
2024-07-08,07:30,28,July,V-Shape,93,TSSC,276.28,27.05,29.96,81.76,0.43,65.41,0.36,23.57,0.67
2024-07-08,07:45,28,July,V-Shape,93,TSSC,314.83,27.49,31.36,81.31,0.49,65.05,0.41,26.75,0.67
2024-07-08,08:00,28,July,V-Shape,93,TSSC,353.38,27.93,32.76,80.87,0.55,64.7,0.46,29.9,0.67
2024-07-08,08:15,28,July,V-Shape,93,TSSC,354.57,28.38,33.24,80.72,0.55,64.57,0.46,29.96,0.67
2024-07-08,08:30,28,July,V-Shape,93,TSSC,355.76,28.83,33.72,80.57,0.56,64.45,0.47,30.02,0.67
2024-07-08,08:45,28,July,V-Shape,93,TSSC,356.94,29.28,34.2,80.41,0.56,64.33,0.47,30.08,0.67
2024-07-08,09:00,28,July,V-Shape,93,TSSC,358.13,29.73,34.68,80.26,0.56,64.21,0.47,30.14,0.67
2024-07-08,09:15,28,July,V-Shape,93,TSSC,405.09,30.12,36.25,79.77,0.63,63.81,0.53,33.93,0.67
2024-07-08,09:30,28,July,V-Shape,93,TSSC,452.05,30.52,37.82,79.27,0.71,63.42,0.59,37.69,0.67
2024-07-08,09:45,28,July,V-Shape,93,TSSC,499.01,30.91,39.38,78.77,0.78,63.02,0.66,41.4,0.67
2024-07-08,10:00,28,July,V-Shape,93,TSSC,545.97,31.3,40.95,78.28,0.86,62.62,0.72,45.08,0.67
2024-07-08,10:15,28,July,V-Shape,93,TSSC,549.64,31.53,41.27,78.18,0.87,62.54,0.73,45.34,0.67
2024-07-08,10:30,28,July,V-Shape,93,TSSC,553.32,31.76,41.59,78.07,0.87,62.46,0.73,45.6,0.67
2024-07-08,10:45,28,July,V-Shape,93,TSSC,556.99,31.99,41.91,77.97,0.88,62.38,0.74,45.86,0.67
2024-07-08,11:00,28,July,V-Shape,93,TSSC,560.67,32.22,42.24,77.87,0.88,62.3,0.74,46.12,0.67
2024-07-08,11:15,28,July,V-Shape,93,TSSC,557.32,32.26,42.19,77.88,0.88,62.31,0.74,45.85,0.67
2024-07-08,11:30,28,July,V-Shape,93,TSSC,553.96,32.3,42.14,77.9,0.87,62.32,0.73,45.58,0.67
2024-07-08,11:45,28,July,V-Shape,93,TSSC,550.61,32.33,42.1,77.91,0.87,62.33,0.73,45.31,0.67
2024-07-08,12:00,28,July,V-Shape,93,TSSC,547.26,32.37,42.05,77.93,0.86,62.34,0.72,45.04,0.67
2024-07-08,12:15,28,July,V-Shape,93,TSSC,541.2,32.27,41.8,78.01,0.85,62.41,0.71,44.58,0.67
2024-07-08,12:30,28,July,V-Shape,93,TSSC,535.14,32.16,41.54,78.09,0.84,62.47,0.71,44.11,0.67
2024-07-08,12:45,28,July,V-Shape,93,TSSC,529.08,32.05,41.28,78.17,0.83,62.54,0.7,43.65,0.67
2024-07-08,13:00,28,July,V-Shape,93,TSSC,523.03,31.95,41.03,78.25,0.82,62.6,0.69,43.18,0.67
2024-07-08,13:15,28,July,V-Shape,93,TSSC,497.43,31.78,40.22,78.51,0.78,62.81,0.66,41.17,0.67
2024-07-08,13:30,28,July,V-Shape,93,TSSC,471.83,31.61,39.41,78.77,0.74,63.01,0.62,39.15,0.67
2024-07-08,13:45,28,July,V-Shape,93,TSSC,446.23,31.44,38.6,79.02,0.7,63.22,0.59,37.11,0.67
2024-07-08,14:00,28,July,V-Shape,93,TSSC,420.63,31.27,37.79,79.28,0.66,63.42,0.55,35.07,0.67
2024-07-08,14:15,28,July,V-Shape,93,TSSC,391.76,31.08,36.87,79.57,0.61,63.66,0.51,32.75,0.67
2024-07-08,14:30,28,July,V-Shape,93,TSSC,362.89,30.88,35.96,79.86,0.57,63.89,0.48,30.42,0.67
2024-07-08,14:45,28,July,V-Shape,93,TSSC,334.02,30.69,35.04,80.15,0.52,64.12,0.44,28.08,0.67
2024-07-08,15:00,28,July,V-Shape,93,TSSC,305.15,30.5,34.13,80.44,0.48,64.35,0.4,25.72,0.67
2024-07-08,15:15,28,July,V-Shape,93,TSSC,269.93,30.27,33.02,80.79,0.42,64.63,0.35,22.83,0.67
2024-07-08,15:30,28,July,V-Shape,93,TSSC,234.7,30.04,31.9,81.14,0.37,64.91,0.31,19.91,0.67
2024-07-08,15:45,28,July,V-Shape,93,TSSC,199.48,29.8,30.79,81.49,0.31,65.2,0.26,16.98,0.67
2024-07-08,16:00,28,July,V-Shape,93,TSSC,164.25,29.57,29.68,81.85,0.26,65.48,0.21,14.02,0.67
2024-07-08,16:15,28,July,V-Shape,93,TSSC,135.83,29.25,28.64,82.17,0.21,65.74,0.18,11.63,0.67
2024-07-08,16:30,28,July,V-Shape,93,TSSC,107.42,28.93,27.61,82.5,0.17,66.0,0.14,9.23,0.67
2024-07-08,16:45,28,July,V-Shape,93,TSSC,79.0,28.6,26.58,82.83,0.12,66.26,0.1,6.8,0.67
2024-07-08,17:00,28,July,V-Shape,93,TSSC,50.58,28.28,25.54,83.16,0.08,66.52,0.07,4.37,0.67
2024-07-08,17:15,28,July,V-Shape,93,TSSC,37.93,27.96,24.9,83.36,0.06,66.69,0.05,3.28,0.67
2024-07-08,17:30,28,July,V-Shape,93,TSSC,25.29,27.63,24.26,83.56,0.04,66.85,0.03,2.19,0.67
2024-07-08,17:45,28,July,V-Shape,93,TSSC,12.64,27.3,23.62,83.76,0.02,67.01,0.02,1.1,0.67
2024-07-09,05:15,28,July,V-Shape,93,TSSC,21.15,24.02,20.55,84.74,0.03,67.79,0.03,1.85,0.67
2024-07-09,05:30,28,July,V-Shape,93,TSSC,39.1,24.17,21.15,84.55,0.06,67.64,0.05,3.42,0.67
2024-07-09,05:45,28,July,V-Shape,93,TSSC,57.05,24.32,21.75,84.36,0.09,67.49,0.07,4.98,0.67
2024-07-09,06:00,28,July,V-Shape,93,TSSC,75.0,24.47,22.35,84.17,0.12,67.33,0.1,6.54,0.67
2024-07-09,06:15,28,July,V-Shape,93,TSSC,105.47,24.79,23.42,83.83,0.16,67.06,0.14,9.17,0.67
2024-07-09,06:30,28,July,V-Shape,93,TSSC,135.94,25.1,24.5,83.49,0.21,66.79,0.18,11.78,0.67
2024-07-09,06:45,28,July,V-Shape,93,TSSC,166.41,25.42,25.58,83.14,0.26,66.51,0.22,14.37,0.67
2024-07-09,07:00,28,July,V-Shape,93,TSSC,196.88,25.74,26.66,82.8,0.31,66.24,0.26,16.96,0.67
2024-07-09,07:15,28,July,V-Shape,93,TSSC,231.66,26.22,28.01,82.37,0.36,65.9,0.3,19.87,0.67
